route,travel_seconds,unloading_seconds,total_time_seconds,total_time_minutes,base_minutes_billed,overtime_minutes_billed,base_cost,overtime_cost,total_cost
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Woolworths Karori->Centre Port,5921.91,7200.0,13121.91,218.6985,180.0,38.698499999999996,600.0,177.36812499999996,777.368125
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Woolworths Porirua->Centre Port,7539.59,8100.0,15639.59,260.6598333333333,180.0,80.65983333333332,600.0,369.6909027777777,969.6909027777776
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Woolworths Aotea->Centre Port,7608.88,7200.0,14808.880000000001,246.81466666666668,180.0,66.81466666666668,600.0,306.23388888888894,906.2338888888889
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Centre Port,5945.41,7200.0,13145.41,219.09016666666668,180.0,39.090166666666676,600.0,179.1632638888889,779.1632638888889
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Woolworths Newtown->Centre Port,5399.83,7200.0,12599.83,209.99716666666666,180.0,29.997166666666658,600.0,137.48701388888884,737.4870138888889
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,4941.549999999999,6300.0,11241.55,187.35916666666665,180.0,7.359166666666653,600.0,33.729513888888825,633.7295138888888
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Woolworths Lower Hutt->Centre Port,6624.360000000001,7200.0,13824.36,230.406,180.0,50.406000000000006,600.0,231.0275,831.0275
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Woolworths Queensgate->Centre Port,6824.219999999999,7200.0,14024.22,233.737,180.0,53.736999999999995,600.0,246.2945833333333,846.2945833333333
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Woolworths Tawa->Centre Port,7016.1900000000005,6300.0,13316.19,221.9365,180.0,41.936499999999995,600.0,192.2089583333333,792.2089583333333
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Woolworths Crofton Downs->Centre Port,5830.530000000001,8100.0,13930.53,232.1755,180.0,52.1755,600.0,239.1377083333333,839.1377083333333
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Woolworths Johnsonville->Centre Port,5884.3,8100.0,13984.3,233.07166666666666,180.0,53.07166666666666,600.0,243.24513888888885,843.2451388888888
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->Woolworths Maidstone->Centre Port,8988.369999999999,8100.0,17088.37,284.8061666666666,180.0,104.80616666666663,600.0,480.36159722222203,1080.361597222222
Centre Port->Woolworths Upper Hutt->FreshChoice Cuba Street->FreshChoice Cannons Creek->Centre Port,7605.8099999999995,7200.0,14805.81,246.7635,180.0,66.7635,600.0,305.99937499999993,905.9993749999999
Centre Port->Woolworths Upper Hutt->Woolworths Karori->Woolworths Kilbirnie->Centre Port,7024.16,8100.0,15124.16,252.06933333333333,180.0,72.06933333333333,600.0,330.31777777777774,930.3177777777778
Centre Port->Woolworths Upper Hutt->Woolworths Karori->FreshChoice Woburn->Centre Port,7876.25,7200.0,15076.25,251.27083333333334,180.0,71.27083333333334,600.0,326.65798611111114,926.6579861111111
Centre Port->Woolworths Upper Hutt->Woolworths Karori->Woolworths Petone->Centre Port,7126.71,8100.0,15226.71,253.77849999999998,180.0,73.77849999999998,600.0,338.1514583333332,938.1514583333333
Centre Port->Woolworths Upper Hutt->Woolworths Karori->FreshChoice Cuba Street->Centre Port,5969.75,7200.0,13169.75,219.49583333333334,180.0,39.49583333333334,600.0,181.02256944444446,781.0225694444445
Centre Port->Woolworths Upper Hutt->Woolworths Karori->Woolworths Aotea->Centre Port,8629.97,8100.0,16729.97,278.8328333333333,180.0,98.83283333333333,600.0,452.9838194444444,1052.9838194444444
Centre Port->Woolworths Upper Hutt->Woolworths Karori->Woolworths Johnsonville Mall->Centre Port,6966.5,8100.0,15066.5,251.10833333333332,180.0,71.10833333333332,600.0,325.91319444444434,925.9131944444443
Centre Port->Woolworths Upper Hutt->Woolworths Karori->Woolworths Newtown->Centre Port,6469.799999999999,8100.0,14569.8,242.82999999999998,180.0,62.829999999999984,600.0,287.97083333333325,887.9708333333333
Centre Port->Woolworths Upper Hutt->Woolworths Karori->Metro Cable Car Lane->Centre Port,6063.19,7200.0,13263.189999999999,221.05316666666664,180.0,41.05316666666664,600.0,188.1603472222221,788.1603472222221
Centre Port->Woolworths Upper Hutt->Woolworths Karori->Woolworths Lower Hutt->Centre Port,7645.4400000000005,8100.0,15745.44,262.42400000000004,180.0,82.42400000000004,600.0,377.7766666666668,977.7766666666669
Centre Port->Woolworths Upper Hutt->Woolworths Karori->Woolworths Queensgate->Centre Port,7845.3099999999995,8100.0,15945.31,265.75516666666664,180.0,85.75516666666664,600.0,393.04451388888873,993.0445138888888
Centre Port->Woolworths Upper Hutt->Woolworths Karori->Woolworths Tawa->Centre Port,8037.27,7200.0,15237.27,253.9545,180.0,73.9545,600.0,338.95812499999994,938.9581249999999
Centre Port->Woolworths Upper Hutt->Woolworths Karori->FreshChoice Cannons Creek->Centre Port,8626.9,8100.0,16726.9,278.7816666666667,180.0,98.7816666666667,600.0,452.7493055555557,1052.7493055555556
Centre Port->Woolworths Upper Hutt->Woolworths Porirua->FreshChoice Woburn->Centre Port,7707.33,8100.0,15807.33,263.4555,180.0,83.45549999999997,600.0,382.50437499999987,982.5043749999999
Centre Port->Woolworths Upper Hutt->Woolworths Porirua->FreshChoice Cuba Street->Centre Port,6500.23,8100.0,14600.23,243.33716666666666,180.0,63.33716666666666,600.0,290.2953472222222,890.2953472222222
Centre Port->Woolworths Upper Hutt->Woolworths Porirua->Metro Cable Car Lane->Centre Port,6503.719999999999,8100.0,14603.72,243.39533333333333,180.0,63.395333333333326,600.0,290.5619444444444,890.5619444444444
Centre Port->Woolworths Upper Hutt->Woolworths Porirua->Woolworths Tawa->Centre Port,6114.31,8100.0,14214.310000000001,236.9051666666667,180.0,56.9051666666667,600.0,260.8153472222224,860.8153472222224
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->Woolworths Kilbirnie->Centre Port,7123.710000000001,8100.0,15223.710000000001,253.72850000000003,180.0,73.72850000000003,600.0,337.92229166666675,937.9222916666668
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->FreshChoice Woburn->Centre Port,7233.840000000001,7200.0,14433.84,240.564,180.0,60.56399999999999,600.0,277.5849999999999,877.5849999999999
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->Woolworths Petone->Centre Port,6576.01,8100.0,14676.01,244.60016666666667,180.0,64.60016666666667,600.0,296.0840972222222,896.0840972222222
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->FreshChoice Cuba Street->Centre Port,6118.4400000000005,7200.0,13318.44,221.97400000000002,180.0,41.97400000000002,600.0,192.3808333333334,792.3808333333334
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->Woolworths Karori->Centre Port,7121.34,8100.0,15221.34,253.689,180.0,73.689,600.0,337.7412499999999,937.7412499999999
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->Woolworths Johnsonville Mall->Centre Port,5935.030000000001,8100.0,14035.03,233.91716666666667,180.0,53.917166666666674,600.0,247.12034722222225,847.1203472222222
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->Woolworths Newtown->Centre Port,6569.35,8100.0,14669.35,244.48916666666668,180.0,64.48916666666668,600.0,295.57534722222226,895.5753472222223
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->Metro Cable Car Lane->Centre Port,6121.9400000000005,7200.0,13321.94,222.03233333333336,180.0,42.032333333333355,600.0,192.64819444444453,792.6481944444445
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->Woolworths Lower Hutt->Centre Port,7003.040000000001,8100.0,15103.04,251.71733333333336,180.0,71.71733333333336,600.0,328.70444444444456,928.7044444444446
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->Woolworths Queensgate->Centre Port,7202.910000000001,8100.0,15302.91,255.0485,180.0,75.04849999999999,600.0,343.9722916666666,943.9722916666666
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->Woolworths Tawa->Centre Port,5732.530000000001,7200.0,12932.53,215.54216666666667,180.0,35.542166666666674,600.0,162.90159722222225,762.9015972222222
Centre Port->Woolworths Upper Hutt->Woolworths Aotea->FreshChoice Cannons Creek->Centre Port,5789.210000000001,8100.0,13889.210000000001,231.48683333333335,180.0,51.48683333333335,600.0,235.98131944444452,835.9813194444446
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Woolworths Kilbirnie->Centre Port,6557.600000000001,8100.0,14657.600000000002,244.29333333333338,180.0,64.29333333333338,600.0,294.677777777778,894.6777777777779
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->FreshChoice Woburn->Centre Port,6759.4400000000005,7200.0,13959.44,232.65733333333336,180.0,52.657333333333355,600.0,241.34611111111118,841.3461111111112
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Woolworths Petone->Centre Port,6009.900000000001,8100.0,14109.900000000001,235.16500000000002,180.0,55.16500000000002,600.0,252.83958333333342,852.8395833333334
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->FreshChoice Cuba Street->Centre Port,5552.330000000001,7200.0,12752.330000000002,212.53883333333337,180.0,32.53883333333337,600.0,149.1363194444446,749.1363194444446
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Woolworths Karori->Centre Port,6555.2300000000005,8100.0,14655.23,244.25383333333332,180.0,64.25383333333332,600.0,294.49673611111103,894.496736111111
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Woolworths Aotea->Centre Port,6986.810000000001,8100.0,15086.810000000001,251.44683333333336,180.0,71.44683333333336,600.0,327.46465277777787,927.4646527777779
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Woolworths Newtown->Centre Port,6003.24,8100.0,14103.24,235.054,180.0,55.054,600.0,252.33083333333332,852.3308333333333
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Metro Cable Car Lane->Centre Port,5555.830000000001,7200.0,12755.830000000002,212.5971666666667,180.0,32.59716666666671,600.0,149.40368055555575,749.4036805555558
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Woolworths Lower Hutt->Centre Port,6528.640000000001,8100.0,14628.640000000001,243.8106666666667,180.0,63.81066666666669,600.0,292.4655555555556,892.4655555555556
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Woolworths Queensgate->Centre Port,6728.51,8100.0,14828.51,247.14183333333332,180.0,67.14183333333332,600.0,307.7334027777777,907.7334027777777
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Woolworths Tawa->Centre Port,6394.120000000001,7200.0,13594.12,226.56866666666667,180.0,46.56866666666667,600.0,213.43972222222223,813.4397222222223
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Centre Port,6983.740000000001,8100.0,15083.740000000002,251.3956666666667,180.0,71.3956666666667,600.0,327.23013888888903,927.2301388888891
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->Woolworths Kilbirnie->Centre Port,5900.710000000001,8100.0,14000.710000000001,233.34516666666667,180.0,53.34516666666667,600.0,244.49868055555555,844.4986805555556
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->FreshChoice Woburn->Centre Port,7365.56,7200.0,14565.560000000001,242.75933333333336,180.0,62.75933333333336,600.0,287.64694444444456,887.6469444444446
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->Woolworths Petone->Centre Port,6616.02,8100.0,14716.02,245.267,180.0,65.267,600.0,299.1404166666666,899.1404166666666
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->FreshChoice Cuba Street->Centre Port,5425.000000000001,7200.0,12625.0,210.41666666666666,180.0,30.416666666666657,600.0,139.40972222222217,739.4097222222222
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->Woolworths Karori->Centre Port,6386.890000000001,8100.0,14486.890000000001,241.44816666666668,180.0,61.44816666666668,600.0,281.6374305555556,881.6374305555556
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->Woolworths Aotea->Centre Port,8119.280000000001,8100.0,16219.28,270.32133333333337,180.0,90.32133333333337,600.0,413.97277777777794,1013.972777777778
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->Woolworths Johnsonville Mall->Centre Port,6455.81,8100.0,14555.810000000001,242.59683333333336,180.0,62.596833333333365,600.0,286.9021527777779,886.9021527777779
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->Metro Cable Car Lane->Centre Port,5518.4400000000005,7200.0,12718.44,211.97400000000002,180.0,31.974000000000018,600.0,146.54750000000007,746.5475000000001
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->Woolworths Lower Hutt->Centre Port,7134.750000000001,8100.0,15234.75,253.9125,180.0,73.9125,600.0,338.76562499999994,938.765625
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->Woolworths Queensgate->Centre Port,7334.620000000001,8100.0,15434.62,257.2436666666667,180.0,77.24366666666668,600.0,354.03347222222226,954.0334722222223
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->Woolworths Tawa->Centre Port,7526.590000000001,7200.0,14726.59,245.44316666666666,180.0,65.44316666666666,600.0,299.94784722222215,899.9478472222222
Centre Port->Woolworths Upper Hutt->Woolworths Newtown->FreshChoice Cannons Creek->Centre Port,8116.210000000001,8100.0,16216.210000000001,270.2701666666667,180.0,90.27016666666668,600.0,413.7382638888889,1013.7382638888889
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Kilbirnie->Centre Port,5998.69,7200.0,13198.689999999999,219.97816666666665,180.0,39.97816666666665,600.0,183.2332638888888,783.2332638888888
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Wainuiomata->Centre Port,8072.549999999999,8100.0,16172.55,269.54249999999996,180.0,89.54249999999996,600.0,410.4031249999998,1010.4031249999998
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,6858.639999999999,6300.0,13158.64,219.31066666666666,180.0,39.31066666666666,600.0,180.17388888888885,780.1738888888889
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Petone->Centre Port,6109.11,7200.0,13309.11,221.8185,180.0,41.8185,600.0,191.66812499999997,791.6681249999999
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->FreshChoice Cuba Street->Centre Port,4892.61,6300.0,11192.61,186.54350000000002,180.0,6.543500000000023,600.0,29.99104166666677,629.9910416666668
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Karori->Centre Port,5966.41,7200.0,13166.41,219.44016666666667,180.0,39.44016666666667,600.0,180.76743055555556,780.7674305555556
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Porirua->Centre Port,7543.07,8100.0,15643.07,260.7178333333333,180.0,80.71783333333332,600.0,369.956736111111,969.956736111111
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Aotea->Centre Port,7612.36,7200.0,14812.36,246.87266666666667,180.0,66.87266666666667,600.0,306.49972222222226,906.4997222222223
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Johnsonville Mall->Centre Port,5948.9,7200.0,13148.9,219.14833333333334,180.0,39.14833333333334,600.0,179.42986111111114,779.4298611111111
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Newtown->Centre Port,5444.33,7200.0,12644.33,210.73883333333333,180.0,30.738833333333332,600.0,140.88631944444444,740.8863194444444
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Lower Hutt->Centre Port,6627.84,7200.0,13827.84,230.464,180.0,50.464,600.0,231.29333333333332,831.2933333333333
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Queensgate->Centre Port,6827.71,7200.0,14027.71,233.79516666666666,180.0,53.79516666666666,600.0,246.5611805555555,846.5611805555554
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Tawa->Centre Port,7019.67,6300.0,13319.67,221.9945,180.0,41.99449999999999,600.0,192.4747916666666,792.4747916666665
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Crofton Downs->Centre Port,5834.01,8100.0,13934.01,232.2335,180.0,52.23349999999999,600.0,239.40354166666663,839.4035416666666
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Johnsonville->Centre Port,5887.79,8100.0,13987.79,233.12983333333335,180.0,53.12983333333335,600.0,243.5117361111112,843.5117361111112
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Maidstone->Centre Port,8991.849999999999,8100.0,17091.85,284.8641666666666,180.0,104.86416666666662,600.0,480.6274305555553,1080.6274305555553
Centre Port->Woolworths Upper Hutt->Metro Cable Car Lane->FreshChoice Cannons Creek->Centre Port,7609.299999999999,7200.0,14809.3,246.82166666666666,180.0,66.82166666666666,600.0,306.26597222222216,906.2659722222222
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->Woolworths Kilbirnie->Centre Port,6065.97,8100.0,14165.970000000001,236.0995,180.0,56.099500000000006,600.0,257.1227083333333,857.1227083333333
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->FreshChoice Woburn->Centre Port,4958.389999999999,7200.0,12158.39,202.6398333333333,180.0,22.639833333333314,600.0,103.76590277777768,703.7659027777777
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->Woolworths Petone->Centre Port,4892.2699999999995,8100.0,12992.27,216.53783333333334,180.0,36.53783333333334,600.0,167.46506944444445,767.4650694444445
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->FreshChoice Cuba Street->Centre Port,5060.7,7200.0,12260.7,204.345,180.0,24.345,600.0,111.58124999999998,711.58125
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->Woolworths Karori->Centre Port,6063.59,8100.0,14163.59,236.05983333333333,180.0,56.05983333333333,600.0,256.94090277777775,856.9409027777778
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->Woolworths Aotea->Centre Port,7042.46,8100.0,15142.46,252.3743333333333,180.0,72.37433333333331,600.0,331.7156944444443,931.7156944444444
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->Woolworths Johnsonville Mall->Centre Port,5378.99,8100.0,13478.99,224.64983333333333,180.0,44.64983333333333,600.0,204.64506944444443,804.6450694444444
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->Woolworths Newtown->Centre Port,5511.6,8100.0,13611.6,226.86,180.0,46.860000000000014,600.0,214.77500000000006,814.7750000000001
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->Metro Cable Car Lane->Centre Port,5064.19,7200.0,12264.189999999999,204.40316666666664,180.0,24.403166666666635,600.0,111.84784722222207,711.8478472222221
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->Woolworths Queensgate->Centre Port,4890.21,8100.0,12990.21,216.50349999999997,180.0,36.503499999999974,600.0,167.3077083333332,767.3077083333333
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->Woolworths Tawa->Centre Port,6507.75,7200.0,13707.75,228.4625,180.0,48.462500000000006,600.0,222.11979166666669,822.1197916666667
Centre Port->Woolworths Upper Hutt->Woolworths Lower Hutt->FreshChoice Cannons Creek->Centre Port,7039.389999999999,8100.0,15139.39,252.32316666666665,180.0,72.32316666666665,600.0,331.48118055555545,931.4811805555555
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->Woolworths Kilbirnie->Centre Port,6265.84,8100.0,14365.84,239.43066666666667,180.0,59.43066666666667,600.0,272.3905555555555,872.3905555555555
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->FreshChoice Woburn->Centre Port,4986.8,7200.0,12186.8,203.11333333333332,180.0,23.113333333333316,600.0,105.93611111111102,705.936111111111
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->Woolworths Petone->Centre Port,4986.77,8100.0,13086.77,218.11283333333333,180.0,38.11283333333333,600.0,174.6838194444444,774.6838194444445
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->FreshChoice Cuba Street->Centre Port,5260.57,7200.0,12460.57,207.67616666666666,180.0,27.67616666666666,600.0,126.84909722222218,726.8490972222222
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->Woolworths Karori->Centre Port,6263.47,8100.0,14363.470000000001,239.3911666666667,180.0,59.39116666666669,600.0,272.209513888889,872.209513888889
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->Woolworths Aotea->Centre Port,7242.330000000001,8100.0,15342.330000000002,255.70550000000003,180.0,75.70550000000003,600.0,346.9835416666668,946.9835416666667
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->Woolworths Johnsonville Mall->Centre Port,5578.87,8100.0,13678.869999999999,227.98116666666664,180.0,47.98116666666664,600.0,219.9136805555554,819.9136805555554
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->Woolworths Newtown->Centre Port,5711.48,8100.0,13811.48,230.19133333333332,180.0,50.19133333333332,600.0,230.04361111111103,830.043611111111
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->Metro Cable Car Lane->Centre Port,5264.07,7200.0,12464.07,207.7345,180.0,27.734499999999997,600.0,127.11645833333331,727.1164583333333
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->Woolworths Lower Hutt->Centre Port,4888.3,8100.0,12988.3,216.47166666666666,180.0,36.471666666666664,600.0,167.16180555555553,767.1618055555555
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->Woolworths Tawa->Centre Port,6707.630000000001,7200.0,13907.630000000001,231.79383333333334,180.0,51.79383333333334,600.0,237.3884027777778,837.3884027777779
Centre Port->Woolworths Upper Hutt->Woolworths Queensgate->FreshChoice Cannons Creek->Centre Port,7239.27,8100.0,15339.27,255.6545,180.0,75.65450000000001,600.0,346.7497916666667,946.7497916666666
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Kilbirnie->Centre Port,6674.3,7200.0,13874.3,231.23833333333332,180.0,51.238333333333316,600.0,234.84236111111102,834.842361111111
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Wainuiomata->Centre Port,8090.04,8100.0,16190.04,269.834,180.0,89.834,600.0,411.7391666666667,1011.7391666666667
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->FreshChoice Woburn->Centre Port,6876.139999999999,6300.0,13176.14,219.60233333333332,180.0,39.60233333333332,600.0,181.51069444444437,781.5106944444444
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Petone->Centre Port,6126.599999999999,7200.0,13326.599999999999,222.10999999999999,180.0,42.109999999999985,600.0,193.00416666666658,793.0041666666666
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->FreshChoice Cuba Street->Centre Port,5669.03,6300.0,11969.029999999999,199.4838333333333,180.0,19.48383333333331,600.0,89.30090277777765,689.3009027777777
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Karori->Centre Port,6671.93,7200.0,13871.93,231.19883333333334,180.0,51.19883333333334,600.0,234.66131944444447,834.6613194444444
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Porirua->Centre Port,6620.16,8100.0,14720.16,245.33599999999998,180.0,65.33599999999998,600.0,299.4566666666666,899.4566666666666
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Aotea->Centre Port,6689.45,7200.0,13889.45,231.49083333333334,180.0,51.49083333333334,600.0,235.9996527777778,835.9996527777778
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Johnsonville Mall->Centre Port,5485.62,7200.0,12685.619999999999,211.427,180.0,31.426999999999992,600.0,144.04041666666663,744.0404166666666
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Newtown->Centre Port,6119.9400000000005,7200.0,13319.94,221.999,180.0,41.998999999999995,600.0,192.49541666666664,792.4954166666666
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Metro Cable Car Lane->Centre Port,5672.53,6300.0,11972.529999999999,199.54216666666665,180.0,19.542166666666645,600.0,89.56826388888878,689.5682638888887
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Lower Hutt->Centre Port,6645.33,7200.0,13845.33,230.7555,180.0,50.75550000000001,600.0,232.62937500000004,832.629375
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Queensgate->Centre Port,6845.2,7200.0,14045.2,234.08666666666667,180.0,54.08666666666667,600.0,247.89722222222224,847.8972222222222
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Crofton Downs->Centre Port,6048.32,8100.0,14148.32,235.80533333333332,180.0,55.80533333333332,600.0,255.77444444444438,855.7744444444444
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Johnsonville->Centre Port,5463.21,8100.0,13563.21,226.05349999999999,180.0,46.053499999999985,600.0,211.07854166666658,811.0785416666665
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->Woolworths Maidstone->Centre Port,8877.3,8100.0,16977.3,282.955,180.0,102.95499999999998,600.0,471.87708333333325,1071.8770833333333
Centre Port->Woolworths Upper Hutt->Woolworths Tawa->FreshChoice Cannons Creek->Centre Port,6686.389999999999,7200.0,13886.39,231.43983333333333,180.0,51.439833333333326,600.0,235.76590277777774,835.7659027777777
Centre Port->Woolworths Upper Hutt->Woolworths Crofton Downs->FreshChoice Woburn->Centre Port,7591.110000000001,8100.0,15691.11,261.5185,180.0,81.51850000000002,600.0,373.6264583333334,973.6264583333334
Centre Port->Woolworths Upper Hutt->Woolworths Crofton Downs->FreshChoice Cuba Street->Centre Port,5849.58,8100.0,13949.58,232.493,180.0,52.492999999999995,600.0,240.59291666666664,840.5929166666666
Centre Port->Woolworths Upper Hutt->Woolworths Crofton Downs->Metro Cable Car Lane->Centre Port,5853.08,8100.0,13953.08,232.55133333333333,180.0,52.55133333333333,600.0,240.86027777777775,840.8602777777778
Centre Port->Woolworths Upper Hutt->Woolworths Crofton Downs->Woolworths Tawa->Centre Port,7400.730000000001,8100.0,15500.730000000001,258.3455,180.0,78.34550000000002,600.0,359.0835416666667,959.0835416666666
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville->FreshChoice Woburn->Centre Port,6698.339999999999,8100.0,14798.34,246.639,180.0,66.63900000000001,600.0,305.42875000000004,905.42875
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville->FreshChoice Cuba Street->Centre Port,5491.23,8100.0,13591.23,226.5205,180.0,46.5205,600.0,213.21895833333332,813.2189583333334
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville->Metro Cable Car Lane->Centre Port,5494.719999999999,8100.0,13594.72,226.57866666666666,180.0,46.57866666666666,600.0,213.48555555555552,813.4855555555555
Centre Port->Woolworths Upper Hutt->Woolworths Johnsonville->Woolworths Tawa->Centre Port,6439.0,8100.0,14539.0,242.31666666666666,180.0,62.31666666666666,600.0,285.61805555555554,885.6180555555555
Centre Port->Woolworths Upper Hutt->Woolworths Maidstone->FreshChoice Woburn->Centre Port,4962.7,8100.0,13062.7,217.71166666666667,180.0,37.71166666666667,600.0,172.8451388888889,772.8451388888889
Centre Port->Woolworths Upper Hutt->Woolworths Maidstone->FreshChoice Cuba Street->Centre Port,4905.25,8100.0,13005.25,216.75416666666666,180.0,36.75416666666666,600.0,168.4565972222222,768.4565972222222
Centre Port->Woolworths Upper Hutt->Woolworths Maidstone->Metro Cable Car Lane->Centre Port,4908.74,8100.0,13008.74,216.81233333333333,180.0,36.81233333333333,600.0,168.7231944444444,768.7231944444444
