route,travel_seconds,unloading_seconds,total_time_seconds,total_time_minutes,base_minutes_billed,overtime_minutes_billed,base_cost,overtime_cost,total_cost
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Lower Hutt->Centre Port,3520.7799999999997,8100.0,11620.779999999999,193.67966666666663,180.0,13.679666666666634,600.0,62.698472222222065,662.6984722222221
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Queensgate->Centre Port,3720.6499999999996,8100.0,11820.65,197.01083333333332,180.0,17.010833333333323,600.0,77.9663194444444,677.9663194444444
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Tawa->Centre Port,3561.2,7200.0,10761.2,179.35333333333335,179.35333333333335,0.0,597.8444444444445,0.0,597.8444444444445
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->FreshChoice Cannons Creek->Centre Port,4150.83,8100.0,12250.83,204.1805,180.0,24.180499999999995,600.0,110.82729166666664,710.8272916666666
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Kilbirnie->Centre Port,3123.08,8100.0,11223.08,187.05133333333333,180.0,7.051333333333332,600.0,32.3186111111111,632.3186111111111
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->FreshChoice Woburn->Centre Port,3324.92,7200.0,10524.92,175.41533333333334,175.41533333333334,0.0,584.7177777777778,0.0,584.7177777777778
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Petone->Centre Port,2575.38,8100.0,10675.380000000001,177.92300000000003,177.92300000000003,0.0,593.0766666666668,0.0,593.0766666666668
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Karori->Centre Port,3120.7,8100.0,11220.7,187.01166666666668,180.0,7.0116666666666845,600.0,32.13680555555563,632.1368055555556
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Aotea->Centre Port,3658.2700000000004,8100.0,11758.27,195.97116666666668,180.0,15.971166666666676,600.0,73.2011805555556,673.2011805555555
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Upper Hutt->Centre Port,5454.0,8100.0,13554.0,225.9,180.0,45.900000000000006,600.0,210.375,810.375
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Johnsonville Mall->Centre Port,1887.75,8100.0,9987.75,166.4625,166.4625,0.0,554.875,0.0,554.875
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Newtown->Centre Port,2568.72,8100.0,10668.72,177.81199999999998,177.81199999999998,0.0,592.7066666666666,0.0,592.7066666666666
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Metro Cable Car Lane->Centre Port,2121.2999999999997,7200.0,9321.3,155.355,155.355,0.0,517.85,0.0,517.85
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Lower Hutt->Centre Port,3094.11,8100.0,11194.11,186.5685,180.0,6.5685,600.0,30.105625,630.105625
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Queensgate->Centre Port,3293.98,8100.0,11393.98,189.89966666666666,180.0,9.899666666666661,600.0,45.3734722222222,645.3734722222222
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Tawa->Centre Port,3065.58,7200.0,10265.58,171.093,171.093,0.0,570.31,0.0,570.31
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->FreshChoice Cannons Creek->Centre Port,3655.21,8100.0,11755.21,195.92016666666666,180.0,15.92016666666666,600.0,72.96743055555552,672.9674305555556
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Kilbirnie->Centre Port,6227.150000000001,8100.0,14327.150000000001,238.78583333333336,180.0,58.78583333333336,600.0,269.43506944444454,869.4350694444445
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->FreshChoice Woburn->Centre Port,5279.33,7200.0,12479.33,207.98883333333333,180.0,27.988833333333332,600.0,128.28215277777775,728.2821527777778
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Petone->Centre Port,5053.45,8100.0,13153.45,219.2241666666667,180.0,39.22416666666669,600.0,179.77743055555564,779.7774305555556
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Karori->Centre Port,6224.77,8100.0,14324.77,238.74616666666668,180.0,58.74616666666668,600.0,269.25326388888897,869.253263888889
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Aotea->Centre Port,6106.27,8100.0,14206.27,236.7711666666667,180.0,56.77116666666669,600.0,260.20118055555565,860.2011805555557
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Upper Hutt->Centre Port,4892.97,8100.0,12992.970000000001,216.54950000000002,180.0,36.54950000000002,600.0,167.51854166666675,767.5185416666668
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Johnsonville Mall->Centre Port,5540.17,8100.0,13640.17,227.33616666666666,180.0,47.33616666666666,600.0,216.9574305555555,816.9574305555554
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Newtown->Centre Port,5672.789999999999,8100.0,13772.789999999999,229.54649999999998,180.0,49.54649999999998,600.0,227.0881249999999,827.0881249999999
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Metro Cable Car Lane->Centre Port,5225.37,7200.0,12425.369999999999,207.0895,180.0,27.089499999999987,600.0,124.16020833333326,724.1602083333332
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Lower Hutt->Centre Port,5048.530000000001,8100.0,13148.53,219.14216666666667,180.0,39.14216666666667,600.0,179.40159722222222,779.4015972222222
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Queensgate->Centre Port,5248.4,8100.0,13348.4,222.47333333333333,180.0,42.47333333333333,600.0,194.66944444444442,794.6694444444445
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Tawa->Centre Port,5656.860000000001,7200.0,12856.86,214.281,180.0,34.281000000000006,600.0,157.12125,757.12125
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->FreshChoice Cannons Creek->Centre Port,6124.58,8100.0,14224.58,237.07633333333334,180.0,57.07633333333334,600.0,261.5998611111111,861.5998611111111
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Kilbirnie->Centre Port,4844.59,7200.0,12044.59,200.74316666666667,180.0,20.743166666666667,600.0,95.07284722222222,695.0728472222222
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Wainuiomata->Centre Port,6260.33,8100.0,14360.33,239.33883333333333,180.0,59.338833333333326,600.0,271.96965277777775,871.9696527777778
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->FreshChoice Woburn->Centre Port,5046.43,6300.0,11346.43,189.10716666666667,180.0,9.107166666666672,600.0,41.74118055555557,641.7411805555556
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Petone->Centre Port,4296.89,7200.0,11496.89,191.61483333333334,180.0,11.614833333333337,600.0,53.23465277777779,653.2346527777778
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Karori->Centre Port,4842.21,7200.0,12042.21,200.7035,180.0,20.70349999999999,600.0,94.89104166666662,694.8910416666666
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Porirua->Centre Port,3849.08,8100.0,11949.08,199.15133333333333,180.0,19.151333333333326,600.0,87.77694444444441,687.7769444444444
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Aotea->Centre Port,3518.8599999999997,7200.0,10718.86,178.64766666666668,178.64766666666668,0.0,595.4922222222223,0.0,595.4922222222223
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Upper Hutt->Centre Port,6066.48,7200.0,13266.48,221.108,180.0,41.108000000000004,600.0,188.41166666666666,788.4116666666666
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Johnsonville Mall->Centre Port,3655.91,7200.0,10855.91,180.93183333333334,180.0,0.9318333333333442,600.0,4.2709027777778275,604.2709027777778
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Newtown->Centre Port,4290.23,7200.0,11490.23,191.50383333333332,180.0,11.503833333333318,600.0,52.725902777777705,652.7259027777777
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Metro Cable Car Lane->Centre Port,3842.81,6300.0,10142.81,169.04683333333332,169.04683333333332,0.0,563.4894444444444,0.0,563.4894444444444
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Lower Hutt->Centre Port,4815.62,7200.0,12015.619999999999,200.2603333333333,180.0,20.260333333333307,600.0,92.85986111111099,692.859861111111
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Queensgate->Centre Port,5015.49,7200.0,12215.49,203.5915,180.0,23.591499999999996,600.0,108.12770833333332,708.1277083333333
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Tawa->Centre Port,3453.4,6300.0,9753.4,162.55666666666667,162.55666666666667,0.0,541.8555555555556,0.0,541.8555555555556
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Crofton Downs->Centre Port,4218.610000000001,8100.0,12318.61,205.31016666666667,180.0,25.310166666666674,600.0,116.00493055555559,716.0049305555556
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Johnsonville->Centre Port,3633.49,8100.0,11733.49,195.55816666666666,180.0,15.558166666666665,600.0,71.30826388888887,671.3082638888889
Centre Port->FreshChoice Cuba Street->FreshChoice Cannons Creek->Woolworths Maidstone->Centre Port,6070.61,8100.0,14170.61,236.17683333333335,180.0,56.17683333333335,600.0,257.4771527777778,857.4771527777777
Centre Port->Woolworths Karori->Woolworths Kilbirnie->FreshChoice Woburn->Centre Port,4909.1,7200.0,12109.1,201.81833333333333,180.0,21.818333333333328,600.0,100.00069444444442,700.0006944444444
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Petone->Centre Port,4159.56,8100.0,12259.560000000001,204.32600000000002,180.0,24.326000000000022,600.0,111.49416666666676,711.4941666666667
Centre Port->Woolworths Karori->Woolworths Kilbirnie->FreshChoice Cuba Street->Centre Port,2968.54,7200.0,10168.54,169.47566666666668,169.47566666666668,0.0,564.918888888889,0.0,564.918888888889
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Aotea->Centre Port,5662.820000000001,8100.0,13762.82,229.38033333333334,180.0,49.38033333333334,600.0,226.32652777777778,826.3265277777778
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Upper Hutt->Centre Port,7038.179999999999,8100.0,15138.18,252.303,180.0,72.303,600.0,331.38874999999996,931.38875
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Centre Port,3999.3500000000004,8100.0,12099.35,201.65583333333333,180.0,21.655833333333334,600.0,99.25590277777778,699.2559027777778
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Newtown->Centre Port,2861.71,8100.0,10961.71,182.69516666666667,180.0,2.6951666666666654,600.0,12.352847222222216,612.3528472222222
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Metro Cable Car Lane->Centre Port,3061.98,7200.0,10261.98,171.033,171.033,0.0,570.11,0.0,570.11
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Lower Hutt->Centre Port,4678.3,8100.0,12778.3,212.97166666666666,180.0,32.971666666666664,600.0,151.12013888888887,751.1201388888888
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Queensgate->Centre Port,4878.17,8100.0,12978.17,216.30283333333333,180.0,36.302833333333325,600.0,166.38798611111108,766.3879861111111
Centre Port->Woolworths Karori->Woolworths Kilbirnie->Woolworths Tawa->Centre Port,5070.130000000001,7200.0,12270.130000000001,204.50216666666668,180.0,24.50216666666668,600.0,112.30159722222228,712.3015972222223
Centre Port->Woolworths Karori->Woolworths Kilbirnie->FreshChoice Cannons Creek->Centre Port,5659.75,8100.0,13759.75,229.32916666666668,180.0,49.32916666666668,600.0,226.09201388888894,826.0920138888889
Centre Port->Woolworths Karori->Woolworths Wainuiomata->FreshChoice Woburn->Centre Port,5082.3099999999995,8100.0,13182.31,219.70516666666666,180.0,39.705166666666656,600.0,181.98201388888884,781.9820138888888
Centre Port->Woolworths Karori->Woolworths Wainuiomata->FreshChoice Cuba Street->Centre Port,5273.4,8100.0,13373.4,222.89,180.0,42.889999999999986,600.0,196.5791666666666,796.5791666666667
Centre Port->Woolworths Karori->Woolworths Wainuiomata->Metro Cable Car Lane->Centre Port,5276.889999999999,8100.0,13376.89,222.94816666666665,180.0,42.94816666666665,600.0,196.8457638888888,796.8457638888888
Centre Port->Woolworths Karori->Woolworths Wainuiomata->Woolworths Tawa->Centre Port,6804.74,8100.0,14904.74,248.41233333333332,180.0,68.41233333333332,600.0,313.5565277777777,913.5565277777778
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Kilbirnie->Centre Port,5064.77,7200.0,12264.77,204.41283333333334,180.0,24.41283333333334,600.0,111.8921527777778,711.8921527777778
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Wainuiomata->Centre Port,4978.36,8100.0,13078.36,217.97266666666667,180.0,37.97266666666667,600.0,174.0413888888889,774.0413888888888
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Petone->Centre Port,3805.15,7200.0,11005.15,183.41916666666665,180.0,3.419166666666655,600.0,15.6711805555555,615.6711805555555
Centre Port->Woolworths Karori->FreshChoice Woburn->FreshChoice Cuba Street->Centre Port,4059.5,6300.0,10359.5,172.65833333333333,172.65833333333333,0.0,575.5277777777778,0.0,575.5277777777778
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Porirua->Centre Port,5971.97,8100.0,14071.970000000001,234.53283333333334,180.0,54.53283333333334,600.0,249.9421527777778,849.9421527777778
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Aotea->Centre Port,6041.26,7200.0,13241.26,220.68766666666667,180.0,40.68766666666667,600.0,186.4851388888889,786.485138888889
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Upper Hutt->Centre Port,6268.82,7200.0,13468.82,224.48033333333333,180.0,44.480333333333334,600.0,203.86819444444444,803.8681944444445
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Johnsonville Mall->Centre Port,4377.8,7200.0,11577.8,192.9633333333333,180.0,12.96333333333331,600.0,59.41527777777767,659.4152777777776
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Newtown->Centre Port,4510.41,7200.0,11710.41,195.1735,180.0,15.17349999999999,600.0,69.54520833333328,669.5452083333332
Centre Port->Woolworths Karori->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,4063.0,6300.0,10363.0,172.71666666666667,172.71666666666667,0.0,575.7222222222223,0.0,575.7222222222223
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Lower Hutt->Centre Port,3706.69,7200.0,10906.69,181.77816666666666,180.0,1.7781666666666638,600.0,8.149930555555542,608.1499305555556
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Queensgate->Centre Port,3737.01,7200.0,10937.01,182.2835,180.0,2.2835000000000036,600.0,10.466041666666683,610.4660416666667
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Tawa->Centre Port,5506.56,6300.0,11806.560000000001,196.776,180.0,16.77600000000001,600.0,76.89000000000004,676.8900000000001
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Crofton Downs->Centre Port,4729.02,8100.0,12829.02,213.817,180.0,33.81700000000001,600.0,154.99458333333337,754.9945833333334
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Johnsonville->Centre Port,4316.68,8100.0,12416.68,206.94466666666668,180.0,26.944666666666677,600.0,123.49638888888893,723.496388888889
Centre Port->Woolworths Karori->FreshChoice Woburn->Woolworths Maidstone->Centre Port,6272.95,8100.0,14372.95,239.54916666666668,180.0,59.54916666666668,600.0,272.9336805555556,872.9336805555556
Centre Port->Woolworths Karori->FreshChoice Woburn->FreshChoice Cannons Creek->Centre Port,6038.2,7200.0,13238.2,220.63666666666668,180.0,40.636666666666684,600.0,186.25138888888895,786.251388888889
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Kilbirnie->Centre Port,4315.22,8100.0,12415.220000000001,206.92033333333336,180.0,26.92033333333336,600.0,123.38486111111122,723.3848611111113
Centre Port->Woolworths Karori->Woolworths Petone->FreshChoice Woburn->Centre Port,3887.24,7200.0,11087.24,184.78733333333332,180.0,4.787333333333322,600.0,21.941944444444392,621.9419444444444
Centre Port->Woolworths Karori->Woolworths Petone->FreshChoice Cuba Street->Centre Port,3309.95,7200.0,10509.95,175.16583333333335,175.16583333333335,0.0,583.8861111111112,0.0,583.8861111111112
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Aotea->Centre Port,5291.71,8100.0,13391.71,223.19516666666667,180.0,43.195166666666665,600.0,197.9778472222222,797.9778472222222
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Upper Hutt->Centre Port,6016.32,8100.0,14116.32,235.272,180.0,55.27199999999999,600.0,253.32999999999996,853.3299999999999
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Johnsonville Mall->Centre Port,3628.25,8100.0,11728.25,195.47083333333333,180.0,15.470833333333331,600.0,70.9079861111111,670.9079861111111
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Newtown->Centre Port,3760.86,8100.0,11860.86,197.681,180.0,17.68100000000001,600.0,81.03791666666672,681.0379166666667
Centre Port->Woolworths Karori->Woolworths Petone->Metro Cable Car Lane->Centre Port,3313.4500000000003,7200.0,10513.45,175.2241666666667,175.2241666666667,0.0,584.0805555555556,0.0,584.0805555555556
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Lower Hutt->Centre Port,3656.43,8100.0,11756.43,195.94050000000001,180.0,15.940500000000014,600.0,73.06062500000006,673.0606250000001
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Queensgate->Centre Port,3734.61,8100.0,11834.61,197.2435,180.0,17.24350000000001,600.0,79.03270833333337,679.0327083333334
Centre Port->Woolworths Karori->Woolworths Petone->Woolworths Tawa->Centre Port,4699.02,7200.0,11899.02,198.317,180.0,18.317000000000007,600.0,83.9529166666667,683.9529166666667
Centre Port->Woolworths Karori->Woolworths Petone->FreshChoice Cannons Creek->Centre Port,5288.65,8100.0,13388.65,223.14416666666665,180.0,43.14416666666665,600.0,197.74409722222214,797.7440972222221
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Kilbirnie->Centre Port,2873.1400000000003,7200.0,10073.14,167.88566666666665,167.88566666666665,0.0,559.6188888888888,0.0,559.6188888888888
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Wainuiomata->Centre Port,4988.01,8100.0,13088.01,218.1335,180.0,38.1335,600.0,174.77854166666665,774.7785416666667
Centre Port->Woolworths Karori->FreshChoice Cuba Street->FreshChoice Woburn->Centre Port,3774.1099999999997,6300.0,10074.11,167.90183333333334,167.90183333333334,0.0,559.6727777777778,0.0,559.6727777777778
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Petone->Centre Port,3024.5699999999997,7200.0,10224.57,170.4095,170.4095,0.0,568.0316666666668,0.0,568.0316666666668
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Porirua->Centre Port,4458.54,8100.0,12558.54,209.30900000000003,180.0,29.309000000000026,600.0,134.3329166666668,734.3329166666667
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Aotea->Centre Port,4527.83,7200.0,11727.83,195.46383333333333,180.0,15.463833333333326,600.0,70.87590277777774,670.8759027777777
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Upper Hutt->Centre Port,5903.19,7200.0,13103.189999999999,218.38649999999998,180.0,38.386499999999984,600.0,175.93812499999993,775.9381249999999
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Centre Port,2864.3599999999997,7200.0,10064.36,167.73933333333335,167.73933333333335,0.0,559.1311111111112,0.0,559.1311111111112
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Newtown->Centre Port,2318.7799999999997,7200.0,9518.779999999999,158.6463333333333,158.6463333333333,0.0,528.821111111111,0.0,528.821111111111
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,1860.5,6300.0,8160.5,136.00833333333333,136.00833333333333,0.0,453.3611111111111,0.0,453.3611111111111
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Lower Hutt->Centre Port,3543.31,7200.0,10743.31,179.05516666666665,179.05516666666665,0.0,596.8505555555555,0.0,596.8505555555555
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Queensgate->Centre Port,3743.17,7200.0,10943.17,182.38616666666667,180.0,2.386166666666668,600.0,10.936597222222227,610.9365972222222
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Tawa->Centre Port,3935.14,6300.0,10235.14,170.58566666666667,170.58566666666667,0.0,568.6188888888889,0.0,568.6188888888889
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Crofton Downs->Centre Port,2749.48,8100.0,10849.48,180.82466666666667,180.0,0.8246666666666727,600.0,3.7797222222222495,603.7797222222223
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Johnsonville->Centre Port,2803.25,8100.0,10903.25,181.72083333333333,180.0,1.7208333333333314,600.0,7.887152777777769,607.8871527777777
Centre Port->Woolworths Karori->FreshChoice Cuba Street->Woolworths Maidstone->Centre Port,5907.32,8100.0,14007.32,233.45533333333333,180.0,53.45533333333333,600.0,245.00361111111107,845.003611111111
Centre Port->Woolworths Karori->FreshChoice Cuba Street->FreshChoice Cannons Creek->Centre Port,4524.76,7200.0,11724.76,195.41266666666667,180.0,15.412666666666667,600.0,70.64138888888888,670.6413888888889
Centre Port->Woolworths Karori->Woolworths Porirua->FreshChoice Woburn->Centre Port,5951.03,8100.0,14051.029999999999,234.18383333333333,180.0,54.183833333333325,600.0,248.3425694444444,848.3425694444444
Centre Port->Woolworths Karori->Woolworths Porirua->FreshChoice Cuba Street->Centre Port,4743.929999999999,8100.0,12843.93,214.06550000000001,180.0,34.065500000000014,600.0,156.13354166666673,756.1335416666667
Centre Port->Woolworths Karori->Woolworths Porirua->Metro Cable Car Lane->Centre Port,4747.419999999999,8100.0,12847.419999999998,214.12366666666665,180.0,34.12366666666665,600.0,156.40013888888882,756.4001388888888
Centre Port->Woolworths Karori->Woolworths Porirua->Woolworths Tawa->Centre Port,4358.01,8100.0,12458.01,207.6335,180.0,27.633499999999998,600.0,126.65354166666665,726.6535416666667
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Kilbirnie->Centre Port,5818.490000000001,8100.0,13918.490000000002,231.97483333333335,180.0,51.97483333333335,600.0,238.21798611111117,838.2179861111111
Centre Port->Woolworths Karori->Woolworths Aotea->FreshChoice Woburn->Centre Port,5928.62,7200.0,13128.619999999999,218.81033333333332,180.0,38.81033333333332,600.0,177.88069444444437,777.8806944444443
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Petone->Centre Port,5270.79,8100.0,13370.79,222.84650000000002,180.0,42.84650000000002,600.0,196.37979166666673,796.3797916666667
Centre Port->Woolworths Karori->Woolworths Aotea->FreshChoice Cuba Street->Centre Port,4813.219999999999,7200.0,12013.22,200.22033333333331,180.0,20.220333333333315,600.0,92.6765277777777,692.6765277777777
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Upper Hutt->Centre Port,7010.95,8100.0,15110.95,251.8491666666667,180.0,71.84916666666669,600.0,329.30868055555567,929.3086805555556
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Johnsonville Mall->Centre Port,4629.8099999999995,8100.0,12729.81,212.1635,180.0,32.1635,600.0,147.41604166666664,747.4160416666666
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Newtown->Centre Port,5264.129999999999,8100.0,13364.13,222.73549999999997,180.0,42.73549999999997,600.0,195.87104166666654,795.8710416666665
Centre Port->Woolworths Karori->Woolworths Aotea->Metro Cable Car Lane->Centre Port,4816.719999999999,7200.0,12016.72,200.27866666666665,180.0,20.278666666666652,600.0,92.94388888888882,692.9438888888889
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Lower Hutt->Centre Port,5697.820000000001,8100.0,13797.82,229.96366666666665,180.0,49.963666666666654,600.0,229.0001388888888,829.0001388888888
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Queensgate->Centre Port,5897.6900000000005,8100.0,13997.69,233.29483333333334,180.0,53.294833333333344,600.0,244.26798611111116,844.2679861111112
Centre Port->Woolworths Karori->Woolworths Aotea->Woolworths Tawa->Centre Port,4427.31,7200.0,11627.310000000001,193.78850000000003,180.0,13.788500000000028,600.0,63.197291666666786,663.1972916666668
Centre Port->Woolworths Karori->Woolworths Aotea->FreshChoice Cannons Creek->Centre Port,4483.99,8100.0,12583.99,209.73316666666668,180.0,29.733166666666676,600.0,136.27701388888892,736.2770138888889
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Kilbirnie->Centre Port,7193.849999999999,8100.0,15293.849999999999,254.89749999999998,180.0,74.89749999999998,600.0,343.28020833333323,943.2802083333332
Centre Port->Woolworths Karori->Woolworths Upper Hutt->FreshChoice Woburn->Centre Port,6246.03,7200.0,13446.029999999999,224.10049999999998,180.0,44.10049999999998,600.0,202.12729166666657,802.1272916666666
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Petone->Centre Port,6020.15,8100.0,14120.15,235.33583333333334,180.0,55.33583333333334,600.0,253.62256944444445,853.6225694444445
Centre Port->Woolworths Karori->Woolworths Upper Hutt->FreshChoice Cuba Street->Centre Port,6188.58,7200.0,13388.58,223.143,180.0,43.143,600.0,197.73874999999998,797.73875
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Aotea->Centre Port,7072.97,8100.0,15172.970000000001,252.88283333333337,180.0,72.88283333333337,600.0,334.0463194444446,934.0463194444446
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Centre Port,6506.87,8100.0,14606.869999999999,243.4478333333333,180.0,63.44783333333331,600.0,290.8025694444443,890.8025694444443
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Newtown->Centre Port,6639.48,8100.0,14739.48,245.658,180.0,65.65799999999999,600.0,300.93249999999995,900.9324999999999
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Metro Cable Car Lane->Centre Port,6192.07,7200.0,13392.07,223.20116666666667,180.0,43.201166666666666,600.0,198.0053472222222,798.0053472222222
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Lower Hutt->Centre Port,6015.2300000000005,8100.0,14115.23,235.25383333333332,180.0,55.25383333333332,600.0,253.24673611111103,853.246736111111
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Queensgate->Centre Port,6215.1,8100.0,14315.1,238.585,180.0,58.58500000000001,600.0,268.51458333333335,868.5145833333333
Centre Port->Woolworths Karori->Woolworths Upper Hutt->Woolworths Tawa->Centre Port,6623.56,7200.0,13823.560000000001,230.39266666666668,180.0,50.392666666666685,600.0,230.96638888888896,830.966388888889
Centre Port->Woolworths Karori->Woolworths Upper Hutt->FreshChoice Cannons Creek->Centre Port,7091.28,8100.0,15191.279999999999,253.188,180.0,73.18799999999999,600.0,335.44499999999994,935.4449999999999
Centre Port->Woolworths Karori->Woolworths Johnsonville Mall->Woolworths Kilbirnie->Centre Port,4155.01,8100.0,12255.01,204.25016666666667,180.0,24.250166666666672,600.0,111.14659722222224,711.1465972222222
