route,total_cost
Centre Port->FreshChoice Cuba Street->Woolworths Kilbirnie->Woolworths Maidstone->Centre Port,853.8097222222223
Centre Port->FreshChoice Cuba Street->Woolworths Kilbirnie->FreshChoice Cannons Creek->Centre Port,679.4475
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->Woolworths Kilbirnie->Centre Port,799.21
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->FreshChoice Woburn->Centre Port,639.0713888888888
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->Woolworths Petone->Centre Port,698.6211111111111
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->Woolworths Karori->Centre Port,799.0281944444444
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->Woolworths Aotea->Centre Port,873.8029861111113
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->Woolworths Upper Hutt->Centre Port,897.6240972222222
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->Woolworths Johnsonville Mall->Centre Port,746.7323611111112
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->Woolworths Newtown->Centre Port,756.8622916666666
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->Metro Cable Car Lane->Centre Port,653.9351388888888
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->Woolworths Lower Hutt->Centre Port,701.9050694444443
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->Woolworths Queensgate->Centre Port,704.2219444444445
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->Woolworths Tawa->Centre Port,770.6459027777778
Centre Port->FreshChoice Cuba Street->Woolworths Wainuiomata->FreshChoice Cannons Creek->Centre Port,873.5684722222222
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Kilbirnie->Centre Port,577.4411111111111
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Wainuiomata->Centre Port,631.1307638888887
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Petone->Centre Port,507.46222222222224
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Karori->Centre Port,577.3094444444445
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Porirua->Centre Port,707.0315277777777
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Aotea->Centre Port,643.574513888889
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Upper Hutt->Centre Port,660.9575694444445
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Johnsonville Mall->Centre Port,539.2761111111112
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Newtown->Centre Port,546.6433333333333
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,471.7872222222223
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Lower Hutt->Centre Port,501.99222222222227
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Queensgate->Centre Port,503.67666666666673
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Centre Port,551.985
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Crofton Downs->Centre Port,612.0839583333334
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Johnsonville->Centre Port,585.8805555555556
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Maidstone->Centre Port,730.0230555555555
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->FreshChoice Cannons Creek->Centre Port,643.3407638888889
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Kilbirnie->Centre Port,585.7994444444445
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Wainuiomata->Centre Port,690.2504166666665
Centre Port->FreshChoice Cuba Street->Woolworths Petone->FreshChoice Woburn->Centre Port,512.0227777777778
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Karori->Centre Port,585.6677777777778
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Porirua->Centre Port,718.5242361111111
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Aotea->Centre Port,655.0672222222222
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Upper Hutt->Centre Port,710.419375
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Johnsonville Mall->Centre Port,547.6344444444445
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Newtown->Centre Port,555.0016666666667
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Metro Cable Car Lane->Centre Port,480.14555555555546
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Lower Hutt->Centre Port,549.2
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Queensgate->Centre Port,553.5433333333333
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Tawa->Centre Port,557.1216666666668
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Crofton Downs->Centre Port,623.5774305555555
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Johnsonville->Centre Port,594.2394444444444
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Maidstone->Centre Port,779.4848611111111
Centre Port->FreshChoice Cuba Street->Woolworths Petone->FreshChoice Cannons Creek->Centre Port,654.8334722222222
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Kilbirnie->Centre Port,563.48
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Wainuiomata->Centre Port,776.3536805555556
Centre Port->FreshChoice Cuba Street->Woolworths Karori->FreshChoice Woburn->Centre Port,560.8183333333334
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Petone->Centre Port,569.1772222222222
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Porirua->Centre Port,735.9080555555556
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Aotea->Centre Port,672.4510416666667
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Upper Hutt->Centre Port,777.5132638888888
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Johnsonville Mall->Centre Port,560.2766666666666
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Newtown->Centre Port,532.6822222222221
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Metro Cable Car Lane->Centre Port,460.0927777777778
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Lower Hutt->Centre Port,597.9955555555556
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Queensgate->Centre Port,612.5117361111112
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Tawa->Centre Port,569.7638888888889
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Crofton Downs->Centre Port,576.1422222222221
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Johnsonville->Centre Port,609.4622916666666
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Maidstone->Centre Port,846.57875
Centre Port->FreshChoice Cuba Street->Woolworths Karori->FreshChoice Cannons Creek->Centre Port,672.2165277777777
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->Woolworths Kilbirnie->Centre Port,758.7643749999999
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->FreshChoice Woburn->Centre Port,705.4319444444445
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->Woolworths Petone->Centre Port,716.9261805555556
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->Woolworths Karori->Centre Port,758.5825694444444
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->Woolworths Aotea->Centre Port,685.394375
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->Woolworths Upper Hutt->Centre Port,884.5172916666668
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->Woolworths Johnsonville Mall->Centre Port,667.9616666666667
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->Woolworths Newtown->Centre Port,716.4166666666667
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->Metro Cable Car Lane->Centre Port,613.4895138888888
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->Woolworths Lower Hutt->Centre Port,756.551388888889
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->Woolworths Queensgate->Centre Port,771.8192361111111
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->Woolworths Tawa->Centre Port,588.1766666666667
Centre Port->FreshChoice Cuba Street->Woolworths Porirua->FreshChoice Cannons Creek->Centre Port,685.160625
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Kilbirnie->Centre Port,695.307361111111
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Wainuiomata->Centre Port,865.1985416666665
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->FreshChoice Woburn->Centre Port,634.9700694444446
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Petone->Centre Port,653.4691666666666
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Karori->Centre Port,695.1263194444446
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Porirua->Centre Port,688.0122222222221
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Upper Hutt->Centre Port,786.3980555555554
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Johnsonville Mall->Centre Port,604.5054166666666
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Newtown->Centre Port,652.9604166666666
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Metro Cable Car Lane->Centre Port,563.6605555555556
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Lower Hutt->Centre Port,686.089513888889
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Queensgate->Centre Port,701.3573611111112
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Tawa->Centre Port,542.0266666666668
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Crofton Downs->Centre Port,716.2402083333334
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Johnsonville->Centre Port,671.5435416666667
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Maidstone->Centre Port,855.4635416666667
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->FreshChoice Cannons Creek->Centre Port,595.1755555555555
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Kilbirnie->Centre Port,800.3695833333334
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Wainuiomata->Centre Port,889.4451388888888
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->FreshChoice Woburn->Centre Port,659.2166666666667
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Petone->Centre Port,710.7119444444444
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Karori->Centre Port,800.1877777777778
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Porirua->Centre Port,889.0502083333333
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Aotea->Centre Port,791.1356944444443
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Centre Port,747.8919444444444
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Newtown->Centre Port,758.0218749999999
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Metro Cable Car Lane->Centre Port,655.0947222222222
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Lower Hutt->Centre Port,710.3361111111112
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Queensgate->Centre Port,725.6039583333334
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Tawa->Centre Port,688.0557638888888
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Crofton Downs->Centre Port,843.4720138888889
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Johnsonville->Centre Port,811.9738194444445
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Maidstone->Centre Port,767.2114583333334
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->FreshChoice Cannons Creek->Centre Port,792.5343750000001
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Kilbirnie->Centre Port,576.8988888888889
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Wainuiomata->Centre Port,745.1327777777778
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->FreshChoice Woburn->Centre Port,538.1122222222223
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Petone->Centre Port,546.4711111111111
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Karori->Centre Port,576.7672222222221
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Porirua->Centre Port,664.4798611111111
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Aotea->Centre Port,601.0228472222221
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Upper Hutt->Centre Port,746.2923611111112
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Newtown->Centre Port,546.1011111111111
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Metro Cable Car Lane->Centre Port,471.24500000000006
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Lower Hutt->Centre Port,575.29
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Queensgate->Centre Port,586.3938888888889
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Tawa->Centre Port,517.8166666666667
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Crofton Downs->Centre Port,581.8333333333334
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Johnsonville->Centre Port,553.8100000000001
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Maidstone->Centre Port,815.3578472222222
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Centre Port,600.7883333333333
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Kilbirnie->Centre Port,502.72777777777776
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Wainuiomata->Centre Port,739.6274305555554
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->FreshChoice Woburn->Centre Port,534.1083333333335
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Petone->Centre Port,542.4672222222222
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Karori->Centre Port,529.7377777777778
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Porirua->Centre Port,699.1818055555556
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Aotea->Centre Port,635.7247916666666
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Upper Hutt->Centre Port,740.7870138888889
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Johnsonville Mall->Centre Port,533.5666666666667
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Metro Cable Car Lane->Centre Port,431.4905555555556
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Lower Hutt->Centre Port,571.2855555555556
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Queensgate->Centre Port,582.3894444444445
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Tawa->Centre Port,543.0544444444444
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Crofton Downs->Centre Port,577.1844444444445
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Johnsonville->Centre Port,580.1716666666667
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Maidstone->Centre Port,809.8525
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->FreshChoice Cannons Creek->Centre Port,635.4902777777778
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Kilbirnie->Centre Port,457.5672222222222
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Wainuiomata->Centre Port,631.3247916666667
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,455.34222222222223
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Petone->Centre Port,463.70166666666677
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Karori->Centre Port,455.7738888888889
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Porirua->Centre Port,593.3661111111112
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Aotea->Centre Port,547.2155555555556
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Upper Hutt->Centre Port,632.4836111111111
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Johnsonville Mall->Centre Port,454.80111111111114
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Newtown->Centre Port,426.76944444444445
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Lower Hutt->Centre Port,492.52000000000004
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Queensgate->Centre Port,503.62388888888887
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->Centre Port,464.2883333333334
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Crofton Downs->Centre Port,498.4183333333334
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Johnsonville->Centre Port,501.4061111111111
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Maidstone->Centre Port,701.5490972222221
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Cannons Creek->Centre Port,547.0455555555556
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Kilbirnie->Centre Port,620.1009722222221
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Wainuiomata->Centre Port,696.9726388888888
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->FreshChoice Woburn->Centre Port,503.08666666666664
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Petone->Centre Port,549.4133333333334
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Karori->Centre Port,619.9191666666667
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Porirua->Centre Port,758.1509722222222
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Aotea->Centre Port,694.6939583333334
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Upper Hutt->Centre Port,712.0770138888889
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Johnsonville Mall->Centre Port,576.4533333333334
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Newtown->Centre Port,583.8205555555556
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Metro Cable Car Lane->Centre Port,508.9644444444445
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Queensgate->Centre Port,549.298888888889
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Tawa->Centre Port,589.1622222222223
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Crofton Downs->Centre Port,663.2034027777777
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Johnsonville->Centre Port,631.7052083333333
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Maidstone->Centre Port,781.1424999999999
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->FreshChoice Cannons Creek->Centre Port,694.4594444444446
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Kilbirnie->Centre Port,635.3680555555555
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Wainuiomata->Centre Port,699.1420833333333
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->FreshChoice Woburn->Centre Port,504.6644444444444
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Petone->Centre Port,554.6627777777778
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Karori->Centre Port,635.187013888889
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Porirua->Centre Port,773.4180555555556
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Aotea->Centre Port,709.9610416666667
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Upper Hutt->Centre Port,727.3448611111111
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Johnsonville Mall->Centre Port,587.5572222222222
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Newtown->Centre Port,594.9244444444445
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Metro Cable Car Lane->Centre Port,520.0683333333334
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Lower Hutt->Centre Port,549.1922222222222
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Tawa->Centre Port,600.3659027777778
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Crofton Downs->Centre Port,678.47125
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Johnsonville->Centre Port,646.9722916666667
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->Woolworths Maidstone->Centre Port,796.4095833333333
Centre Port->FreshChoice Cuba Street->Woolworths Queensgate->FreshChoice Cannons Creek->Centre Port,709.7272916666667
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Kilbirnie->Centre Port,586.3872222222224
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Wainuiomata->Centre Port,758.1792361111111
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->FreshChoice Woburn->Centre Port,547.6005555555555
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Petone->Centre Port,555.9594444444444
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Karori->Centre Port,586.2555555555556
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Porirua->Centre Port,645.8967361111112
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Aotea->Centre Port,587.2288888888888
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Upper Hutt->Centre Port,749.2516666666667
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Johnsonville Mall->Centre Port,520.3494444444445
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Newtown->Centre Port,555.5894444444446
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Metro Cable Car Lane->Centre Port,480.73333333333335
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Lower Hutt->Centre Port,584.7777777777778
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Queensgate->Centre Port,595.8816666666665
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Crofton Downs->Centre Port,602.214513888889
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Johnsonville->Centre Port,569.1044444444445
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->Woolworths Maidstone->Centre Port,818.3171527777779
Centre Port->FreshChoice Cuba Street->Woolworths Tawa->FreshChoice Cannons Creek->Centre Port,587.0588888888889
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Kilbirnie->Centre Port,624.0869444444445
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->FreshChoice Woburn->Centre Port,611.5790277777777
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Petone->Centre Port,623.0725000000001
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Karori->Centre Port,588.475
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Aotea->Centre Port,711.0610416666666
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Upper Hutt->Centre Port,842.9670833333333
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Johnsonville Mall->Centre Port,580.5994444444444
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Newtown->Centre Port,586.72
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Metro Cable Car Lane->Centre Port,511.8638888888888
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Lower Hutt->Centre Port,662.6984722222221
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Queensgate->Centre Port,677.9663194444444
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->Woolworths Tawa->Centre Port,597.8444444444445
Centre Port->FreshChoice Cuba Street->Woolworths Crofton Downs->FreshChoice Cannons Creek->Centre Port,710.8272916666666
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Kilbirnie->Centre Port,632.3186111111111
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->FreshChoice Woburn->Centre Port,584.7177777777778
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Petone->Centre Port,593.0766666666668
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Karori->Centre Port,632.1368055555556
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Aotea->Centre Port,673.2011805555555
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Upper Hutt->Centre Port,810.375
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Johnsonville Mall->Centre Port,554.875
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Newtown->Centre Port,592.7066666666666
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Metro Cable Car Lane->Centre Port,517.85
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Lower Hutt->Centre Port,630.105625
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Queensgate->Centre Port,645.3734722222222
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->Woolworths Tawa->Centre Port,570.31
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville->FreshChoice Cannons Creek->Centre Port,672.9674305555556
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Kilbirnie->Centre Port,869.4350694444445
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->FreshChoice Woburn->Centre Port,728.2821527777778
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Petone->Centre Port,779.7774305555556
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Karori->Centre Port,869.253263888889
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Aotea->Centre Port,860.2011805555557
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Upper Hutt->Centre Port,767.5185416666668
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Johnsonville Mall->Centre Port,816.9574305555554
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Newtown->Centre Port,827.0881249999999
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Metro Cable Car Lane->Centre Port,724.1602083333332
Centre Port->FreshChoice Cuba Street->Woolworths Maidstone->Woolworths Lower Hutt->Centre Port,779.4015972222222
