route,total_cost
Centre Port->FreshChoice Woburn->Woolworths Lower Hutt->Woolworths Tawa->FreshChoice Cuba Street->Centre Port,744.0045138888888
Centre Port->FreshChoice Woburn->Woolworths Lower Hutt->Woolworths Tawa->Metro Cable Car Lane->Centre Port,744.2718749999999
Centre Port->FreshChoice Woburn->Woolworths Queensgate->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,613.4383333333333
Centre Port->FreshChoice Woburn->Woolworths Queensgate->FreshChoice Cuba Street->Woolworths Tawa->Centre Port,771.9177777777779
Centre Port->FreshChoice Woburn->Woolworths Queensgate->Metro Cable Car Lane->FreshChoice Cuba Street->Centre Port,609.7006250000001
Centre Port->FreshChoice Woburn->Woolworths Queensgate->Metro Cable Car Lane->Woolworths Tawa->Centre Port,772.1843749999999
Centre Port->FreshChoice Woburn->Woolworths Queensgate->Woolworths Tawa->FreshChoice Cuba Street->Centre Port,746.3213888888889
Centre Port->FreshChoice Woburn->Woolworths Queensgate->Woolworths Tawa->Metro Cable Car Lane->Centre Port,746.58875
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Kilbirnie->FreshChoice Cuba Street->Centre Port,829.500486111111
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Kilbirnie->Metro Cable Car Lane->Centre Port,836.6382638888889
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Petone->FreshChoice Cuba Street->Centre Port,805.9085416666665
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Petone->Metro Cable Car Lane->Centre Port,806.1759027777777
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->Woolworths Kilbirnie->Centre Port,825.9667361111112
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->Woolworths Petone->Centre Port,837.5343055555556
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->Woolworths Karori->Centre Port,823.5009027777778
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->Woolworths Aotea->Centre Port,952.3666666666666
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->Woolworths Upper Hutt->Centre Port,1057.4288888888889
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Centre Port,825.2960416666666
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->Woolworths Newtown->Centre Port,783.6197916666666
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,679.8622916666666
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->Woolworths Lower Hutt->Centre Port,877.1602777777778
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->Woolworths Queensgate->Centre Port,892.4273611111112
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->FreshChoice Cannons Creek->Centre Port,952.1321527777777
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Karori->FreshChoice Cuba Street->Centre Port,827.1561111111112
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Karori->Metro Cable Car Lane->Centre Port,834.2938888888889
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Aotea->FreshChoice Cuba Street->Centre Port,848.9047916666666
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Aotea->Metro Cable Car Lane->Centre Port,849.1721527777778
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Upper Hutt->FreshChoice Cuba Street->Centre Port,1015.716736111111
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Upper Hutt->Metro Cable Car Lane->Centre Port,1015.9833333333333
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Johnsonville Mall->FreshChoice Cuba Street->Centre Port,756.9447916666666
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Johnsonville Mall->Metro Cable Car Lane->Centre Port,757.2121527777776
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Newtown->FreshChoice Cuba Street->Centre Port,785.5432638888889
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Newtown->Metro Cable Car Lane->Centre Port,792.6810416666665
Centre Port->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->Woolworths Kilbirnie->Centre Port,829.3668055555554
Centre Port->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->Woolworths Petone->Centre Port,837.8016666666667
Centre Port->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->FreshChoice Cuba Street->Centre Port,676.1245833333334
Centre Port->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->Woolworths Karori->Centre Port,826.9009722222222
Centre Port->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->Woolworths Aotea->Centre Port,952.6332638888889
Centre Port->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->Woolworths Upper Hutt->Centre Port,1057.6954861111112
Centre Port->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->Woolworths Johnsonville Mall->Centre Port,825.5634027777777
Centre Port->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->Woolworths Newtown->Centre Port,787.0198611111111
Centre Port->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->Woolworths Lower Hutt->Centre Port,877.4268750000001
Centre Port->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->Woolworths Queensgate->Centre Port,892.694722222222
Centre Port->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->FreshChoice Cannons Creek->Centre Port,952.3995138888888
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Lower Hutt->FreshChoice Cuba Street->Centre Port,845.5345138888889
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Lower Hutt->Metro Cable Car Lane->Centre Port,845.8011111111109
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Queensgate->FreshChoice Cuba Street->Centre Port,860.8023611111112
Centre Port->FreshChoice Woburn->Woolworths Tawa->Woolworths Queensgate->Metro Cable Car Lane->Centre Port,861.0697222222223
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cannons Creek->FreshChoice Cuba Street->Centre Port,848.6710416666667
Centre Port->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cannons Creek->Metro Cable Car Lane->Centre Port,848.9376388888888
Centre Port->FreshChoice Woburn->FreshChoice Cannons Creek->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,789.2236805555556
Centre Port->FreshChoice Woburn->FreshChoice Cannons Creek->FreshChoice Cuba Street->Woolworths Tawa->Centre Port,947.703125
Centre Port->FreshChoice Woburn->FreshChoice Cannons Creek->Metro Cable Car Lane->FreshChoice Cuba Street->Centre Port,785.4852083333334
Centre Port->FreshChoice Woburn->FreshChoice Cannons Creek->Metro Cable Car Lane->Woolworths Tawa->Centre Port,947.9689583333334
Centre Port->FreshChoice Woburn->FreshChoice Cannons Creek->Woolworths Tawa->FreshChoice Cuba Street->Centre Port,782.0874305555554
Centre Port->FreshChoice Woburn->FreshChoice Cannons Creek->Woolworths Tawa->Metro Cable Car Lane->Centre Port,782.3547916666666
Centre Port->Woolworths Petone->FreshChoice Woburn->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,624.9142361111111
Centre Port->Woolworths Petone->FreshChoice Woburn->FreshChoice Cuba Street->Woolworths Tawa->Centre Port,783.3936805555556
Centre Port->Woolworths Petone->FreshChoice Woburn->Metro Cable Car Lane->FreshChoice Cuba Street->Centre Port,621.1765277777779
Centre Port->Woolworths Petone->FreshChoice Woburn->Metro Cable Car Lane->Woolworths Tawa->Centre Port,783.6602777777778
Centre Port->Woolworths Petone->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cuba Street->Centre Port,757.7972916666665
Centre Port->Woolworths Petone->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->Centre Port,758.0646527777777
Centre Port->Woolworths Petone->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,727.2615972222222
Centre Port->Woolworths Petone->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Centre Port,837.5335416666667
Centre Port->Woolworths Petone->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,704.6497222222222
Centre Port->Woolworths Petone->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->Centre Port,716.9506250000002
Centre Port->Woolworths Petone->FreshChoice Cuba Street->Woolworths Tawa->FreshChoice Woburn->Centre Port,831.5049305555556
Centre Port->Woolworths Petone->FreshChoice Cuba Street->Woolworths Tawa->Metro Cable Car Lane->Centre Port,739.5625
Centre Port->Woolworths Petone->Metro Cable Car Lane->FreshChoice Woburn->FreshChoice Cuba Street->Centre Port,727.2608333333333
Centre Port->Woolworths Petone->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Tawa->Centre Port,837.8001388888889
Centre Port->Woolworths Petone->Metro Cable Car Lane->FreshChoice Cuba Street->FreshChoice Woburn->Centre Port,700.9127777777778
Centre Port->Woolworths Petone->Metro Cable Car Lane->FreshChoice Cuba Street->Woolworths Tawa->Centre Port,713.2136805555556
Centre Port->Woolworths Petone->Metro Cable Car Lane->Woolworths Tawa->FreshChoice Woburn->Centre Port,831.7715277777776
Centre Port->Woolworths Petone->Metro Cable Car Lane->Woolworths Tawa->FreshChoice Cuba Street->Centre Port,739.561736111111
Centre Port->Woolworths Petone->Woolworths Tawa->FreshChoice Woburn->FreshChoice Cuba Street->Centre Port,801.4787499999999
Centre Port->Woolworths Petone->Woolworths Tawa->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,801.746111111111
Centre Port->Woolworths Petone->Woolworths Tawa->FreshChoice Cuba Street->FreshChoice Woburn->Centre Port,833.10375
Centre Port->Woolworths Petone->Woolworths Tawa->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,686.9252083333333
Centre Port->Woolworths Petone->Woolworths Tawa->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,833.3703472222221
Centre Port->Woolworths Petone->Woolworths Tawa->Metro Cable Car Lane->FreshChoice Cuba Street->Centre Port,683.1875
Centre Port->FreshChoice Cuba Street->Woolworths Kilbirnie->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,720.6050694444443
Centre Port->FreshChoice Cuba Street->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Tawa->Centre Port,830.8770138888889
Centre Port->FreshChoice Cuba Street->Woolworths Kilbirnie->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,703.0722916666666
Centre Port->FreshChoice Cuba Street->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Tawa->Centre Port,715.3731944444445
Centre Port->FreshChoice Cuba Street->Woolworths Kilbirnie->Woolworths Tawa->FreshChoice Woburn->Centre Port,824.8484027777779
Centre Port->FreshChoice Cuba Street->Woolworths Kilbirnie->Woolworths Tawa->Metro Cable Car Lane->Centre Port,732.9059722222223
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Kilbirnie->Metro Cable Car Lane->Centre Port,724.8538194444445
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Kilbirnie->Woolworths Tawa->Centre Port,878.2541666666666
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Petone->Metro Cable Car Lane->Centre Port,640.0086805555555
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Petone->Woolworths Tawa->Centre Port,745.8508333333333
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Karori->Metro Cable Car Lane->Centre Port,722.5094444444444
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Karori->Woolworths Tawa->Centre Port,873.3072222222222
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Aotea->Metro Cable Car Lane->Centre Port,810.8234027777777
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Aotea->Woolworths Tawa->Centre Port,781.0768055555556
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Upper Hutt->Metro Cable Car Lane->Centre Port,828.2056944444444
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Upper Hutt->Woolworths Tawa->Centre Port,861.166736111111
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Johnsonville Mall->Metro Cable Car Lane->Centre Port,683.752777777778
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Johnsonville Mall->Woolworths Tawa->Centre Port,747.7888194444445
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Newtown->Metro Cable Car Lane->Centre Port,680.8965972222222
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Newtown->Woolworths Tawa->Centre Port,834.2969444444445
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Woolworths Kilbirnie->Centre Port,717.5823611111111
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Woolworths Petone->Centre Port,726.0172222222222
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Woolworths Karori->Centre Port,715.1165277777777
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Woolworths Aotea->Centre Port,840.8488194444444
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Woolworths Upper Hutt->Centre Port,945.9110416666667
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Woolworths Johnsonville Mall->Centre Port,713.7789583333334
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Woolworths Newtown->Centre Port,675.2354166666667
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Woolworths Lower Hutt->Centre Port,765.6424305555555
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Woolworths Queensgate->Centre Port,780.9102777777778
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->Woolworths Tawa->Centre Port,726.8238888888891
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Metro Cable Car Lane->FreshChoice Cannons Creek->Centre Port,840.6150694444443
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Lower Hutt->Metro Cable Car Lane->Centre Port,632.4874305555556
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Lower Hutt->Woolworths Tawa->Centre Port,742.7593750000001
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Queensgate->Metro Cable Car Lane->Centre Port,634.8043055555556
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Queensgate->Woolworths Tawa->Centre Port,745.07625
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Woolworths Kilbirnie->Centre Port,846.5023611111112
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Woolworths Petone->Centre Port,804.6641666666667
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Woolworths Karori->Centre Port,846.3213194444444
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Woolworths Aotea->Centre Port,847.6596527777778
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Woolworths Upper Hutt->Centre Port,1014.4715972222224
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Woolworths Johnsonville Mall->Centre Port,755.7004166666667
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Woolworths Newtown->Centre Port,804.1554166666667
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Metro Cable Car Lane->Centre Port,701.2282638888888
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Woolworths Lower Hutt->Centre Port,844.2893750000001
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->Woolworths Queensgate->Centre Port,859.5572222222222
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->Woolworths Tawa->FreshChoice Cannons Creek->Centre Port,847.4259027777777
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->FreshChoice Cannons Creek->Metro Cable Car Lane->Centre Port,810.5888888888888
Centre Port->FreshChoice Cuba Street->FreshChoice Woburn->FreshChoice Cannons Creek->Woolworths Tawa->Centre Port,780.8422916666666
Centre Port->FreshChoice Cuba Street->Woolworths Petone->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,646.2802083333333
Centre Port->FreshChoice Cuba Street->Woolworths Petone->FreshChoice Woburn->Woolworths Tawa->Centre Port,756.5521527777778
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,726.0156944444445
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Metro Cable Car Lane->Woolworths Tawa->Centre Port,738.3165972222222
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Tawa->FreshChoice Woburn->Centre Port,800.233611111111
Centre Port->FreshChoice Cuba Street->Woolworths Petone->Woolworths Tawa->Metro Cable Car Lane->Centre Port,708.2911805555556
Centre Port->FreshChoice Cuba Street->Woolworths Karori->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,713.3740972222221
Centre Port->FreshChoice Cuba Street->Woolworths Karori->FreshChoice Woburn->Woolworths Tawa->Centre Port,823.6460416666666
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,698.443125
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Metro Cable Car Lane->Woolworths Tawa->Centre Port,710.7440277777779
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Tawa->FreshChoice Woburn->Centre Port,817.6166666666666
Centre Port->FreshChoice Cuba Street->Woolworths Karori->Woolworths Tawa->Metro Cable Car Lane->Centre Port,725.674236111111
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,802.2189583333333
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->FreshChoice Woburn->Woolworths Tawa->Centre Port,912.4909027777778
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,840.8488194444444
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Metro Cable Car Lane->Woolworths Tawa->Centre Port,853.1497222222222
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Tawa->FreshChoice Woburn->Centre Port,779.477986111111
Centre Port->FreshChoice Cuba Street->Woolworths Aotea->Woolworths Tawa->Metro Cable Car Lane->Centre Port,687.5355555555556
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,826.4655555555555
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->FreshChoice Woburn->Woolworths Tawa->Centre Port,936.7375
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,945.9102777777778
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Metro Cable Car Lane->Woolworths Tawa->Centre Port,958.2111805555555
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Tawa->FreshChoice Woburn->Centre Port,947.2470833333332
Centre Port->FreshChoice Cuba Street->Woolworths Upper Hutt->Woolworths Tawa->Metro Cable Car Lane->Centre Port,855.3046527777777
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,682.1531944444444
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->FreshChoice Woburn->Woolworths Tawa->Centre Port,792.4251388888888
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,713.7774305555556
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Metro Cable Car Lane->Woolworths Tawa->Centre Port,726.0783333333333
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Tawa->FreshChoice Woburn->Centre Port,746.1892361111111
Centre Port->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Woolworths Tawa->Metro Cable Car Lane->Centre Port,654.2468055555555
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,676.6478472222221
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->FreshChoice Woburn->Woolworths Tawa->Centre Port,786.9197916666667
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,659.1150694444444
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Metro Cable Car Lane->Woolworths Tawa->Centre Port,671.4159722222221
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Tawa->FreshChoice Woburn->Centre Port,780.8911805555555
Centre Port->FreshChoice Cuba Street->Woolworths Newtown->Woolworths Tawa->Metro Cable Car Lane->Centre Port,688.94875
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Kilbirnie->FreshChoice Woburn->Centre Port,701.1266666666667
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Kilbirnie->Woolworths Tawa->Centre Port,713.4275694444445
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Kilbirnie->Centre Port,713.6185416666665
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Petone->Centre Port,617.3975694444443
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Karori->Centre Port,713.4375
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Aotea->Centre Port,788.2115277777777
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Upper Hutt->Centre Port,805.5945833333333
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Johnsonville Mall->Centre Port,661.1416666666667
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Newtown->Centre Port,671.2715972222223
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Lower Hutt->Centre Port,609.8763194444446
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Queensgate->Centre Port,612.1924305555556
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->Woolworths Tawa->Centre Port,678.6163888888889
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Woburn->FreshChoice Cannons Creek->Centre Port,787.9777777777776
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Petone->FreshChoice Woburn->Centre Port,623.6690972222221
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Petone->Woolworths Tawa->Centre Port,685.6800694444444
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Karori->FreshChoice Woburn->Centre Port,693.8956944444444
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Karori->Woolworths Tawa->Centre Port,706.1958333333334
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Aotea->FreshChoice Woburn->Centre Port,779.6070833333333
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Aotea->Woolworths Tawa->Centre Port,664.9236805555555
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Upper Hutt->FreshChoice Woburn->Centre Port,803.8536805555556
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Upper Hutt->Woolworths Tawa->Centre Port,832.6927777777777
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Johnsonville Mall->FreshChoice Woburn->Centre Port,659.5420833333333
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Johnsonville Mall->Woolworths Tawa->Centre Port,631.6356944444444
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Newtown->FreshChoice Woburn->Centre Port,657.1694444444445
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Newtown->Woolworths Tawa->Centre Port,669.4703472222222
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Lower Hutt->FreshChoice Woburn->Centre Port,611.3811805555556
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Lower Hutt->Woolworths Tawa->Centre Port,729.7350694444444
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Queensgate->FreshChoice Woburn->Centre Port,613.5513888888888
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Queensgate->Woolworths Tawa->Centre Port,745.0036805555555
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->Woolworths Kilbirnie->Centre Port,725.9194444444446
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->FreshChoice Woburn->Centre Port,672.5877777777778
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->Woolworths Petone->Centre Port,684.08125
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->Woolworths Karori->Centre Port,725.7384027777778
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->Woolworths Aotea->Centre Port,727.0767361111111
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->Woolworths Upper Hutt->Centre Port,893.8886805555555
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->Woolworths Johnsonville Mall->Centre Port,635.1175000000001
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->Woolworths Newtown->Centre Port,683.5725
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->Woolworths Lower Hutt->Centre Port,723.7064583333333
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->Woolworths Queensgate->Centre Port,738.9743055555555
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->Woolworths Tawa->FreshChoice Cannons Creek->Centre Port,726.8429861111111
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Cannons Creek->FreshChoice Woburn->Centre Port,786.3789583333332
Centre Port->FreshChoice Cuba Street->Metro Cable Car Lane->FreshChoice Cannons Creek->Woolworths Tawa->Centre Port,664.6891666666667
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,633.9930555555555
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->FreshChoice Woburn->Woolworths Tawa->Centre Port,744.2650000000001
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,765.6416666666667
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Metro Cable Car Lane->Woolworths Tawa->Centre Port,777.9425694444444
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Tawa->FreshChoice Woburn->Centre Port,844.2893750000001
Centre Port->FreshChoice Cuba Street->Woolworths Lower Hutt->Woolworths Tawa->Metro Cable Car Lane->Centre Port,752.3469444444445
